title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
Traverse from Engelberg to Melchtal;Nünalphorn 2385 m;T4-;5:30 h; 1480 m;2:15 h; 1600 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/nuenalphorn-1306/mountain-hiking/traverse-from-engelberg-to-melchtal-4346/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/nuenalphorn-1306/berg-und-alpinwandern/ueberschreitung-von-engelberg-nach-melchtal-4346/;From the Engelberg station go southward until the Engelberger Aa, then follow this creek past the Titlis cable car to reach Eugenisee and the Örtigen hamlet. Now the beautiful trail through the wild gorge of Arnibach and Arniloch would be the obvious choice, but the trail was partly destroyed a few years ago and has been closed ever since. At Örtigen a bypass is marked leading across the bridge at P. 945 to Staldirain, Staldeli and Haltenhütte at Stalden (bottom station of a material ropeway).
Meien, Husen - Mutschen - Gurtnellen (Normal route);Mutschen (UR) 2145 m;T4;3:45 h; 1150 m;2:15 h; 1390 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mutschen-ur-8877/mountain-hiking/meien-husen-mutschen-gurtnellen-4154/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/mutschen-ur-8877/berg-und-alpinwandern/meien-husen-mutschen-gurtnellen-4154/;Von Husen kurz auf der Sustenstrasse talwärts, dann auf markiertem Weg ostwärts. Nach Überqueren einer Bachrinne gut 350 Höhenmeter im Zickzack durch steilen Wald hinauf zu einer versteckten Hochebene, dann leicht abwärts über Sumpfflächen zur Jagdhütte Seewli.
Griggeler and Bälmeten (Normal route);Bälmeten 2415 m;T4+;4:15 h; 1430 m;2:30 h; 1430 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/baelmeten-125/mountain-hiking/griggeler-and-baelmeten-4151/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/baelmeten-125/berg-und-alpinwandern/griggeler-und-baelmeten-4151/;From the Haldi summit station follow the gently ascending road to the chapel at Sodberg and then, slightly descending, to Süessberg. A few metres after the bridge take the hiking trail which via Haseli leads to the Gampelen high plain. The markings guide you left past the buildings and up to the signpost at P. 1561, where you branch off right to ascend towards Schwarz Grat. Gently ascending, then horizontally on a small high plain the well-kept trail (one passage is equipped with a chain) via Bärenfallen zig-zags up to P. 1993 on the Schwarz Grat ridge.
Mutteristock from Wägitalersee (Normal route);Mutteristock 2294 m;T4;3:30 h; 1390 m;2:30 h; 1390 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mutteristock-1262/mountain-hiking/mutteristock-from-waegitalersee-4148/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/mutteristock-1262/berg-und-alpinwandern/mutteristock-vom-waegitalersee-4148/;From the cabin at Hinterbruch follow the signposts and markings through the steep forest and in the Schantli and Chruter clearings to reach Lufthütte (1431 m). Now take the newly marked trail making an arc north-eastward then leading along the rocky outcrop of Mutteristock southward to reach the cabin at Mutteri. From Mutteri ascend the official mountain hiking trail until ca. 1850 m.
Wasserbergfirst from Bisisthal (Normal route);Wasserbergfirst 2340 m;T5-;4:45 h; 1450 m;2:30 h; 1450 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wasserbergfirst-2185/mountain-hiking/wasserbergfirst-from-bisisthal-4147/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wasserbergfirst-2185/berg-und-alpinwandern/wasserbergfirst-vom-bisisthal-4147/;From Schwarzenbach ascend the main road to the second bend and branch off right to the alp access road at ca. 970 m. Follow this road until P. 1293 and continue on the hiking trail to Gigen. Up and down on a narrow trail go north-westward. Ahorenband is overcome with the help of a thick rope. Follow the markings to Hinderist Hütte. Now ascend exactly south-westward through the depression between Chrüzgütsch and Gigen towards the foot of Wasserbergfirst to reach the first rocky ledges.
Von Kiental;Grathütte 2079 m;T2;3:30–4 h; 1180 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grathuette-2147000121/mountain-hiking/von-kiental-1524/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/grathuette-2147000121/berg-und-alpinwandern/von-kiental-1524/;Von Kiental, Ramslauenen auf dem markierten Wanderweg über die Chiene und weiter über Egg nach Ramslauenen (1404 m). Von dort gelangt man auf dem Fahrweg wenig absteigend nach Obers Chüematti. Danach folgt man dem Fahr- und Wanderweg ins Underbachli. Von hier steigt man steiler durch den E-Hang, eine Felsstufe nördlich umgehend, direkt zur Grathütte.
Von Mitholz über Giessene.;Grathütte 2079 m;T3-;4:15–4:45 h; 1400 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grathuette-2147000121/mountain-hiking/von-mitholz-ueber-giessene-1523/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/grathuette-2147000121/berg-und-alpinwandern/von-mitholz-ueber-giessene-1523/;Von Mitholz (956 m, Bushaltestelle) folgt man kurz der Strasse zum ehemaligen Bahnhof Blausee-Mitholz. Man folgt dem Bergweg über Undere und Obere Giesene zur Buchsegge. Von hier gelangt man in nördlicher Richtung hinauf in den Übergang P. 2306 östlich vom Sattelhorn. Danach quert man den Hang unter dem Sattelhorn und erreicht den Giesigrat. Man folgt absteigend dem Giesigrat (Sicherungsseile und Metallleiter) und erreicht bald die Grathütte.
Von Frutigen über Gehrihore und Giesigrat;Ärmighore / Ärmighorn 2742 m;T5;6–6:30 h; 2050 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/aermighore-aermighorn-84/mountain-hiking/von-frutigen-ueber-gehrihore-und-giesigrat-4575/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/aermighore-aermighorn-84/berg-und-alpinwandern/von-frutigen-ueber-gehrihore-und-giesigrat-4575/;Von Frutigen Bahnhof (779 m) benutzt man die Unterführung und gelangt anschliessend entlang der Strasse zur Ausfahrt der Autostrasse. Anschliessend nach Osten entlang dem Wanderweg zum Weiler Kanderbrück. Hier beginnt der Bergweg, dem man über Hofuri zur Alp Ober Geerenen folgt. Weiter über den Bergweg zu P. 1947 am NE-Grat des Gehrihore. Man folgt weiter dem Bergweg nach Südwesten auf den Gipfel des Gehrihore. Anschliessend steigt man auf der E-Seite etwas ab (Seile, Tritte) und folgt dem Weg entlang des Rüederigsgrat fast horizontal zur Grathütte. Kurz danach beginnt der Bergweg wieder anzusteigen und man folgt ihm bis zum Übergang bei P. 2306.
Über den Nordwestrücken;Ärmighore / Ärmighorn 2742 m;T5;4–5 h; 1810 m;3:15–3:45 h; 1850 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/aermighore-aermighorn-84/mountain-hiking/ueber-den-nordwestruecken-2706/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/aermighore-aermighorn-84/berg-und-alpinwandern/ueber-den-nordwestruecken-2706/;Von der Bushaltestelle Mitholz (957 m) folgt man der Strasse zum alten Bahnhof Blausee-Mitholz. Von hier zuerst nach Südosten und dann auf dem markierten Bergweg über die Alp Undere Giesene und Obere Giesene zum markanten Felsband, das den Westhang unter dem Aermighore durchzieht. Man folgt dem Bergweg bis oberhalb des erwähnten Felsbandes auf ca. 2250 m.
Von Niederrickenbach (Normal route);Brisenhaus 1753 m;T2;2 h; 610 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brisenhaus-2147000044/mountain-hiking/von-niederrickenbach-764/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/brisenhaus-2147000044/berg-und-alpinwandern/von-niederrickenbach-764/;Von der Bergstation (1156 m) der Luftseilbahn Dallenwil–Niederrickenbach wandert man auf breiten und gut ausgeschilderten Wegen via Steinrüti und Ahorn zum Brändlisboden (1420 m). Nun steigt man weiter auf über Morschfeldboden und gelangt so zum Brisenhaus (1753 m).
Von der Klewenalp;Brisenhaus 1753 m;T2;1:30 h; 260 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brisenhaus-2147000044/mountain-hiking/von-der-klewenalp-765/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/brisenhaus-2147000044/berg-und-alpinwandern/von-der-klewenalp-765/;Von der Bergstation (1593 m) der Luftseilbahn Beckenried – Klewenalp folgt man dem gut ausgeschilderten Strässchen gegen Süden, wandert dabei westlich am Klewenstock vorbei zum Berghaus Tannibüel und gelangt zum Verzweiger beim Stafel. Hier beginnt der sanfte Aufstieg via Untere und Obere Büelhütte bis zum Brisenhaus (1753 m).
Von Niederrickenbach;Brisenhaus 1753 m;F;1:30–2 h; 600 m;SW; NW;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brisenhaus-2147000044/ski-touring/von-niederrickenbach-6466/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/brisenhaus-2147000044/skitouren/von-niederrickenbach-6466/;Von der Bergstation der Luftseilbahn in Niederrickenbach zum Benediktinerinnenkloster und südostwärts über den Hang via Steinrüti auf dem oberen Hangweg nach Ahorn (1340 m). Flach weiter taleinwärts zur Brücke über den Bueholzbach und südostwärts über die Weiden von Brändlisboden zum Wanderweg, der Richtung Südosten zum Brisenhaus hinauf führt.
Von der Klewenalp;Brisenhaus 1753 m;F;na;na;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/brisenhaus-2147000044/ski-touring/von-der-klewenalp-6467/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/brisenhaus-2147000044/skitouren/von-der-klewenalp-6467/;Von der Bergstation der Sesselbahn Chälen (1938 m) im Skigebiet Klewenalp nordwestwärts zum Satteli (1758 m) hinunter und im Bereich des Alpwegs flach zum Brisenhaus.
From Tierfed (Normal route);Grünhornhütte SAC 2448 m;T3;5:30 h; 1720 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gruenhornhuette-sac-2147000126/mountain-hiking/from-tierfed-603/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gruenhornhuette-sac-2147000126/berg-und-alpinwandern/von-tierfed-603/;"From Tierfed (806 m) follow the mountain road up to Hinter Sand. It is possible to reach Hintersand by bike or taxi. From Hintersand, climb south via Rietlen into Bifertental; pass the steep Ölplanggen via the Tentiwang and gain the Fridolinshütte."
From the top station of the Pranzaira cable car. (Normal route);Capanna da l'Albigna CAS 2336 m;T2;0:45 h; 240 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-da-lalbigna-cas-2147000007/mountain-hiking/from-the-top-station-of-the-pranzaira-cable-car-14/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-da-lalbigna-cas-2147000007/berg-und-alpinwandern/von-der-bergstation-der-pranzaira-seilbahn-14/;From the Pranzaira cable car, climb up onto the dam. Cross the dam to the eastern shore, then head south, passing a small lake, to reach the Capanna da l'Albigna SAC.
Capanna del Forno – Pass da Casnil Sud – Capanna da l'Albigna;Capanna da l'Albigna CAS 2336 m;T5-;3:30 h; 790 m;1:30 h; 1030 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-da-lalbigna-cas-2147000007/mountain-hiking/capanna-del-forno-pass-da-casnil-sud-capanna-da-lalbigna-16/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-da-lalbigna-cas-2147000007/berg-und-alpinwandern/capanna-del-forno-pass-da-casnil-sud-capanna-da-lalbigna-16/;Von der Capanna del Forno folgt man dem Hüttenweg hinunter bis zum Gletschervorfeld des Vadrec del Forno. In der Nähe der unscheinbaren Kuppe P. 2232 befindet sich ein Holzsteg (ca. 2220 m), über den wir die Orlegna bequem überwinden können.
SW-Grat (Normal route);Ferdenrothorn 3180 m;T4;4:30–5 h; 1800 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/ferdenrothorn-607/mountain-hiking/sw-grat-3907/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/ferdenrothorn-607/berg-und-alpinwandern/sw-grat-3907/;Von Ferden (1375 m) folgt man dem Bergweg durch den Färdawald und über Weiden zur Kummenalp. Von hier gelangt man flacher in die Ebene von Unners Färda. Über die Steilstufe «Zem Tritt» erreicht man die weiten Hänge von Obers Färda.
Überschreitung von Norden nach Westen;Gitschen 2513 m;T5;3:15 h; 1220 m;2:15 h; 1130 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gitschen-791/mountain-hiking/ueberschreitung-von-norden-nach-westen-4110/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gitschen-791/berg-und-alpinwandern/ueberschreitung-von-norden-nach-westen-4110/;Von der Gietisflue steigt man auf markiertem Weg zum Sattel 1552 m und über Weidegg zur Alp Oberberg (1798 m) hinauf. Nun südostwärts Richtung Rinderstöckli auf eine markante Gratschulter und auf der breiten Grasrippe bis rund 2200 Meter.
Von Camperio (Normal route);Capanna Gorda 1800 m;T2;2:30 h; 715 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-gorda-2147000119/mountain-hiking/von-camperio-4014/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-gorda-2147000119/berg-und-alpinwandern/von-camperio-4014/;Von Camperio auf der Lukmanier-Passstrasse nach E. Bei Sarèsc die Passstrasse verlassen und auf dem Pfad oberhalb der Strasse weiter nach E. Auf dem markierten Hüttenweg nach Rambött (1325 m) und Tecc Büsc (1366 m). Man betritt den Wald und folgt dem Weg, der einen zur Lichtung mit ein paar Häusern auf 1528 m führt. Zurück im Wald erreicht man in leichtem Aufstieg die Hütten von Piano Cassinella (1737 m). Auf der Strasse nach SW zur Siedlung Gorda di sopra weiter, wo sich die Hütte befindet.
Da Pianezza di Larescia (strada del Passo Lucomagno) (Normal route);Capanna Gorda 1800 m;PD;2:30 h; 680 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-gorda-2147000119/ski-touring/da-pianezza-di-larescia-strada-del-passo-lucomagno-4006/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/capanna-gorda-2147000119/skitouren/von-pianezza-di-larescia-lukmanier-passstrasse-4006/;Da Pianezza di Larescia (1121 m), posta sulla carrozzabile del Passo del Lucomagno dopo il primo tornante tra Olivone e Camperio, si segue la strada agricola sino a Rambött, Tecc Büsc (1366 m). Entrati nel bosco si segue il sentiero che porta alla radura con alcune case a 1528 m e, sempre nel bosco in leggera salita, si raggiungono le cascine di Piano Cassinella (1737 m). Seguendo la strada in direzione sud-ovest si arriva al nucleo di Gorda di sopra dove si trova la capanna.
Von Nordwesten (Normal route);Bietschjoch 3179 m;T4;1:30 h; 620 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/bietschjoch-4710/mountain-hiking/von-nordwesten-2417/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/bietschjoch-4710/berg-und-alpinwandern/von-nordwesten-2417/;Von der Bietschhornhütte (2565 m) steigt man in südöstlicher Richtung zuerst auf dem Weg, später über Wegspuren auf den Grat.
Von Osten;Hofathorn / Schene Bärg 2844 m;T3-;2:30 h; 850 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hofathorn-schene-baerg-924/mountain-hiking/von-osten-2208/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/hofathorn-schene-baerg-924/berg-und-alpinwandern/von-osten-2208/;Von der Belalp (2094 m) folgt man dem Fahrweg zur Bergstation der Gondelbahn. Nun wählt man den Bergweg in südwestlicher Richtung, überquert den Chelchbach und steigt über P. 2094 und Galibode auf den Grat bei P. 2579. Hier wendet man sich nach N und steigt auf Wegspuren zu P. 2593.
Von Süden (Mund);Gärsthorn 2926 m;T3;5 h; 1760 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gaersthorn-751/mountain-hiking/von-sueden-mund-2201/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/gaersthorn-751/berg-und-alpinwandern/von-sueden-mund-2201/;Von Mund (1188 m) gelangt man auf dem Wanderweg über Meinimatte und Sättle, zuletzt steil durch den Wald von Leemegga hinauf zur Alp Brischeru (2057 m).
Von Osten (Normal route);Foggenhorn 2568 m;T2;2 h; 670 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/foggenhorn-651/mountain-hiking/von-osten-2207/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/foggenhorn-651/berg-und-alpinwandern/von-osten-2207/;Von der Belalp (2094 m) folgt man dem Fahrweg zur Bergstation der Gondelbahn. Nun wählt man den Bergweg in südwestlicher Richtung, überquert den Chelchbach und steigt über P. 2114 und P. 2331 auf den Grat bei P. 2572. Von hier führt der Weg auf dem breiten Grat über P. 2494 zum Gipfelkreuz.
Von Nordosten (Normal route);Mittaghore (Lohnermassiv) 2677 m;T5;2 h; 640 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mittaghore-lohnermassiv-8205/mountain-hiking/von-nordosten-1826/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/mittaghore-lohnermassiv-8205/berg-und-alpinwandern/von-nordosten-1826/;Von der Lohnerhütte (2172 m) folgt man zunächst dem Bergweg Richtung Witi Chume bis zum Abzweig bei P. 2265.
S-Grat (Normal route);Vordere Lohner / Vordere Loner 3049 m;T6-;4 h; 1120 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/vordere-lohner-vordere-loner-1065/mountain-hiking/s-grat-1731/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/vordere-lohner-vordere-loner-1065/berg-und-alpinwandern/s-grat-1731/;Von der Bergstation der Luftseilbahn Unter dem Birg - Engstligenalp (1965 m) folgt man dem Bergweg entlang dem Ärtelegrat und quert auf ca. 2420 m nordöstlich des Tschingellochtihore zum Schedelsgrätli. Man folgt dem breiten Grat über P. 2512 bis dort, wo der Weg hinab ins Üschenetal führt.
From Tiefenbach (Normal route);Albert-Heim-Hütte SAC 2542 m;T2;1:30 h; 430 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/albert-heim-huette-sac-2147000006/mountain-hiking/from-tiefenbach-271/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/albert-heim-huette-sac-2147000006/berg-und-alpinwandern/vom-tiefenbach-271/;The well-marked trail leads from Hotel Tiefenbach in the direction of Albert-Heim-Hütte to the Tätsch car park at point 2272. This section can also be covered by car on a toll road (CHF 7.- per trip). A wide hiking path then leads to the Albert Heim hut with several, steeper and more direct or less steep, more scenic options.
Von Andermatt auf dem Furka-Höhenweg;Albert-Heim-Hütte SAC 2542 m;T2;5–6 h; 1430 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/albert-heim-huette-sac-2147000006/mountain-hiking/von-andermatt-auf-dem-furka-hoehenweg-4538/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/albert-heim-huette-sac-2147000006/berg-und-alpinwandern/von-andermatt-auf-dem-furka-hoehenweg-4538/;Vom Bahnhof Andermatt zum Golfplatz. Über Rotboden und Planggen hinauf in Richtung Rossmettlen. Vor Rossmettlen zweigt der Furka-Höhenweg nach Osten ab und man gelangt zu einigen kleinen Seen. Nun weiter leicht bergauf über Unter Hübschboden und am Blauseeli vorbei. Von hier aus leicht bergab gelangt man in das malerische kleine Hochtal, durch das sich der Lochbergbach schlängelt. Durch eine Schwemmebene und den Schafberg nördlich umrundend gelangt man schliesslich zur Albert-Heim-Hütte SAC.
